filename,center_x_mm,center_y_mm,semi_axes_a_mm,semi_axes_b_mm,angle_rad
000_HC.png,94.87900506543211,65.56406714091592,53.839427160915164,40.264872707868584,3.082953707969829
001_HC.png,30.361222423164406,21.5776486133534,12.353909957268783,10.589565452804136,0.12247877853274416
002_HC.png,63.55517902103815,43.732211377878365,36.194772216276874,28.941622700797797,2.9948977512649586
003_HC.png,34.29219782210163,27.64489026314899,28.7752981447172,23.281456244990373,3.1073840830716164
004_HC.png,82.25287419917028,59.11885763197342,54.57706366213603,44.169583639806255,3.1367090819408605
005_HC.png,49.32351850815696,28.716740064037978,30.122635228445567,23.20904026677053,3.098264354234749
006_HC.png,55.53127517085186,35.95013416517921,37.20226028372764,27.931378418766897,0.015173759784889971
007_HC.png,58.04076572348731,39.08959588554555,35.45115011290884,28.056384506682704,0.11320458635265222
008_HC.png,50.819803959445885,38.93117607379068,17.9082980081903,13.537048413982587,0.1100981420991293
009_HC.png,135.1925453220989,100.77734427543969,58.20036285951385,47.4244755435344,2.6755041093624556
010_HC.png,44.605411653696095,31.19978429355161,31.495218947123927,23.666209585995126,0.0008101336036021043
011_HC.png,52.56183234325158,38.035854471179505,32.89227953372581,25.170399041556127,0.014148842239372976
012_HC.png,102.90860911120716,91.7190349847898,44.15728510145871,29.92962443606434,0.5980546344064072
013_HC.png,43.12554277018246,35.27747079259173,29.735694362859036,22.960974059745016,0.08283642728442417
014_HC.png,54.0736036732905,44.99579527006507,15.035015032342994,12.627860984081874,2.027099152175765
015_HC.png,81.68953422338262,63.64456599330551,42.19212343507454,34.92144137217612,0.022632075575711383
016_HC.png,50.5177960305792,22.562497462871725,12.473980040767167,10.34393062519256,2.5415513010101867
017_HC.png,48.93127013924392,38.25944550894749,31.507731345795513,26.131793043440187,2.7868655885036913
018_HC.png,61.06550904976372,37.053891612196225,46.0654136991653,36.40804394221297,3.1359322378508843
019_HC.png,43.232832875434156,21.490975078179165,22.092229809568643,17.178989328131106,0.05368080546050919
020_HC.png,17.494457852606956,15.247898792541871,13.90445212888634,10.167404717245432,0.1917053873824274
021_HC.png,23.993575991697345,17.351045097128267,13.502451245425961,11.466788846377744,0.08946303786681384
022_HC.png,47.54721547964315,33.143342517185516,33.20567335371477,26.692534088105322,0.10488793374249827
023_HC.png,44.82713035731167,29.560065413859455,31.069506339120377,25.342852332325645,3.105260478418387
024_HC.png,50.43236723870675,38.878251647533105,29.26154494576734,22.79666712070218,0.059748019055927706
025_HC.png,47.73139366553198,36.30334041687439,32.14818719304298,25.009399016163382,2.9712671234385217
026_HC.png,49.841302177582136,22.9783005949245,14.838267120870151,12.332064742763437,0.2792932935257164
027_HC.png,85.83976374379925,46.14404718742255,29.856250765403466,23.785784605520195,1.158622613308859
028_HC.png,57.4926360149096,31.631669777221653,30.328917230337357,25.33944862158333,3.0980803298034245
029_HC.png,47.16145940524033,32.64188868501706,31.596619985171543,24.636238324045497,0.05910366723018304
030_HC.png,39.77455113169303,33.94374923052617,19.146356773069172,14.256633398906883,0.11467784706768407
031_HC.png,39.54360630101824,26.477575773037895,29.78299984192416,22.988672085174084,0.01481143671858469
032_HC.png,43.161003490621766,28.055431931587517,31.56565161732416,24.709388798003083,3.1301189566654046
033_HC.png,58.40680049962948,43.328764815856246,19.59432727674865,16.534318742314433,2.5249333089661468
034_HC.png,72.63328690016827,34.29489939677414,9.554205504294645,5.946645827899655,1.759924689703752
035_HC.png,51.334848884690786,31.731845296448,32.48172055259851,25.418524550810623,0.010881809372118271
036_HC.png,105.56061643303521,75.10964505856634,50.478632005665354,41.574718362479906,0.23047888232510905
037_HC.png,31.495037911447028,19.82746537627259,13.956071212622772,11.199556419218727,3.1359530105073867
038_HC.png,42.448577723832514,29.721849293795984,30.92138203915649,26.14204634615889,3.103005313607308
039_HC.png,82.32625379324743,58.52708825953264,49.339848713822434,40.4204628851362,3.1188511220932797
040_HC.png,49.401702366015186,37.233443192376015,29.267228401860113,22.313336591341905,0.08531583025928793
041_HC.png,46.68765160971056,33.66866969764843,30.986852760645775,22.02759161956593,3.0780929063482163
042_HC.png,68.63141734047682,43.92858270286863,46.86962427783522,32.957148454899254,0.07854461002970697
043_HC.png,64.42658057129432,46.29792771970714,47.78133439941442,43.219394018782076,0.05589375916831053
044_HC.png,36.53615249965368,24.92764691186083,20.761916566381608,19.009993921581543,0.07502590843943978
045_HC.png,25.85928814951989,16.658788509647504,13.18832712982769,11.386524000325597,0.9391331320639075
046_HC.png,40.01245953574475,36.5409755446535,30.485648621339255,24.670117359093325,2.8723308221001327
047_HC.png,54.3420808408669,32.918679636692225,30.708268086571135,25.097639103131442,0.05159501769475913
048_HC.png,78.44742690574125,48.40240122745068,45.05058299708758,33.68620267777388,2.736583509226341
049_HC.png,37.37250000881128,32.157189423534284,28.866260882117764,23.255044142395764,2.9963631556547745
050_HC.png,78.14498366474871,61.39999713898886,49.68133805400338,42.576748233552415,2.872501397567952
051_HC.png,48.58058168943029,30.85943964978159,31.334995563996053,25.863211259468578,0.0022975090724113587
052_HC.png,58.01131550920332,30.765555495977992,36.27691552461834,27.407901982980093,0.031113977331504748
053_HC.png,43.92423203986309,29.02654947438987,28.703179100486043,20.736098635811246,0.0953708612709911
054_HC.png,40.183352592894835,26.655069246093152,28.058173629315533,22.361390524296652,0.12244335849024611
055_HC.png,42.97525388823471,28.5909312043117,32.60074820325683,25.68584942533286,0.04296238102126728
056_HC.png,42.5386143133142,24.18571756976218,29.10124420877829,21.89097221597299,0.12051176775161164
057_HC.png,49.46063734335194,36.05122416818006,33.07968087722307,25.22643894046494,3.0902105556241857
058_HC.png,69.32654251404169,44.429849616187056,32.88335455606875,25.879185198615115,0.022383868962115996
059_HC.png,45.02536837932127,44.73217575221789,33.47147795004638,28.35254340931712,0.46867414075066816
060_HC.png,54.988468496798234,47.731948224635026,30.39031876658847,24.026607296952765,0.010526943156865212
061_HC.png,100.77496551576516,42.20082851739717,45.92122243385788,38.0811249882362,0.43719531034982256
062_HC.png,40.75524941876232,30.006294725394262,32.11096787361492,25.23989164290277,0.03444266237799479
063_HC.png,42.958099012281366,24.710024413666922,14.182234450784332,11.700156264066562,0.1392947766038315
064_HC.png,71.36001399537595,46.23022131402239,51.544389150460965,45.14453246797876,0.11819854602876881
065_HC.png,88.90686160426748,64.4254904227987,45.773070911482954,39.44951682394329,3.0628670817640153
066_HC.png,38.008102966472656,28.698854151954222,30.80449230003994,26.37702501542801,0.10085710627460885
067_HC.png,57.43692830619559,38.81026868299043,32.35720244771513,25.299506916792936,0.07144861730519084
068_HC.png,92.4128795564468,67.83944285299465,52.93307912977827,42.567620043901854,2.9729907212960214
069_HC.png,45.92382838911694,30.94935889983041,30.95637232671444,23.957875320589547,0.05462742606997786
070_HC.png,47.48209336505732,33.552795376875366,30.678515356117227,23.59107707403035,0.07144448940550122
071_HC.png,32.1958741642394,21.5576630822039,19.676847246130556,15.393522791127856,0.04241496825920149
072_HC.png,41.17818342405321,31.257923792865192,28.52520547870743,23.965229393385254,0.10351653893916198
073_HC.png,39.326349142288926,36.53978267259156,18.384393768056093,14.820567506086027,2.8356644202119217
074_HC.png,42.70798438629066,32.312990113542426,31.28382921880202,23.495820876137405,0.06057812636770541
075_HC.png,51.385101436235836,36.97781998886708,31.42482330798359,25.79714523471456,0.046843805152003266
076_HC.png,54.52173475949013,38.467391115579645,32.17474762187118,26.838680662468818,3.0786256717242866
077_HC.png,47.23744936307513,26.182973907753187,20.39791469903494,15.074600203985064,2.916578577821527
078_HC.png,25.770296639259954,14.118424741717652,12.213977333899056,10.691810311150693,0.032107070101995296
079_HC.png,94.46657362652518,60.15448036628189,21.359433371340383,18.881706922516205,0.28507754625531406
080_HC.png,46.70109241322073,21.126415266008294,17.93040935614448,14.177296298273172,0.5136654510484123
081_HC.png,62.48525916359108,42.74354188735924,32.13771806992475,27.55492025688128,0.06553733179159646
082_HC.png,41.11619663236615,26.293514057232585,28.704394529721707,23.58023767510089,0.13175443545143564
083_HC.png,47.39442239197581,28.839228833024457,34.20758918714797,25.81226060586323,0.03649050009821122
084_HC.png,36.6065445075627,32.42252188813566,29.656053982957346,23.563879206380847,3.0728649879703362
085_HC.png,57.3327557796768,35.626192123929904,32.54509680244741,25.0303990054689,0.013154151572228382
086_HC.png,42.962537340621466,36.60009099529481,27.404525997782084,21.643728142084054,3.072009580628203
087_HC.png,72.96295991414404,49.86638835540378,52.444970146188915,39.73721129279475,3.0324316778782627
088_HC.png,139.2947218321094,93.89159995405686,57.88862722451359,44.20795912186618,0.03169321486859698
089_HC.png,60.22159191405002,36.07484399564038,35.72210064049843,27.126894894989338,0.01897395750237854
090_HC.png,39.75750655120265,27.417357741248587,28.778638096382025,21.40167379370771,0.06339188921742862
091_HC.png,42.10569216272652,27.662694675390732,31.138545235926802,24.916320004851574,3.130611774625124
092_HC.png,104.62252101585885,78.04533053367742,31.048274889156747,28.091771719362775,0.5073802577177708
093_HC.png,40.421625230884196,29.54033764964686,31.333427170943743,24.10639073105075,3.1314119213746383
094_HC.png,46.626392965992686,34.57778007519706,31.653219931021468,23.015304843271334,3.1289582179042936
095_HC.png,51.38030484841815,34.15450993917939,30.54504549129458,24.946438653224607,0.15752917427149504
096_HC.png,64.31519808902571,45.83928128229975,45.93858273103584,37.69899149535592,3.0925165868120854
097_HC.png,63.915394091101156,27.067701711696998,16.73477889680617,14.435485862030085,1.5895093860566099
098_HC.png,50.783269703363246,37.849267110546535,33.680915021723294,27.259463020067052,0.020770392815691492
099_HC.png,100.00671185826992,77.51699426581712,41.330503620586946,31.031028214875832,2.9679890384527434
100_HC.png,44.01693773877966,27.682657646829302,29.387731711735633,23.35621204406048,3.138873566116822
101_HC.png,44.822001105149326,39.1752217490813,31.23905889324994,22.62634414704483,0.07601354172969567
102_HC.png,45.781635288390476,34.51638465725693,30.704015909181148,24.07196282134598,3.035864226207266
103_HC.png,30.972504545381238,35.59785670346648,15.36332893049904,11.084634830824246,2.8750837317189477
104_HC.png,50.07832281916186,41.10774951487769,31.62122603320968,23.44666693974055,0.03120039690887782
105_HC.png,111.20221340643813,75.78745117766485,51.3882122958428,41.38081512624753,3.11515052660056
106_HC.png,58.66334170817215,48.44529812104659,33.250948338165664,25.97620724651684,0.09419148038224952
107_HC.png,44.53514296481152,31.86135224729495,29.692606102154492,23.409671046194564,0.020300344883292507
108_HC.png,38.87305054034073,27.703394823266887,27.943272842200745,24.027761878486437,2.978576834840517
109_HC.png,34.16639653004507,28.765516600636417,29.948271330601607,24.663420370202413,3.1345011882391303
110_HC.png,101.28124770940478,57.989949665303726,29.38305333089818,23.47641819146806,3.103421698843742
111_HC.png,34.44317315217087,24.38693775739131,20.376542336023768,16.181387494234254,3.1127575432030694
112_HC.png,43.950965138763245,29.057566539683716,29.95680547548479,23.484083664584578,0.1567981365522683
113_HC.png,46.14829426121961,32.92485615528385,11.928771042751539,9.85990771822497,0.18969496707552658
114_HC.png,47.1608733371776,37.19434894412624,32.33033982229676,26.76634303231945,3.135954342087932
115_HC.png,67.63504416951713,46.05619904552873,30.514395032413653,23.338078852836762,3.002022372971193
116_HC.png,69.92374107418281,38.80279117766539,30.211550845955756,22.850288466382796,0.023134081441191317
117_HC.png,25.57489407639249,14.69124449439826,13.727604933645388,10.885565649002327,0.05423927034109881
118_HC.png,21.563148898833642,18.153312162737805,15.16893754835174,8.893556258816997,0.2607383844208619
119_HC.png,23.431672730889925,20.159850299965285,13.5885387856865,12.000718353020025,0.901038743199196
120_HC.png,38.20621296455541,25.682623329621418,28.03207183321642,21.553481177164542,0.04838191383957853
121_HC.png,67.30002369654925,51.50942568907581,32.41872555270111,26.39790518313396,0.08027886053156658
122_HC.png,66.52974962672594,29.04277768528953,28.925017295456463,23.062508392002957,2.742055240002018
123_HC.png,20.548287609039228,15.580479098476935,12.455694310228456,9.22547959203732,3.1191263597919394
124_HC.png,52.25996387927974,31.888806387178466,32.61001023086127,22.88145470076335,3.1211323858830413
125_HC.png,35.38393751945084,28.840962152260254,18.99764065287722,15.33694185790779,0.16846318160097887
126_HC.png,38.62389812626051,37.43224509998394,12.313614912480157,10.242601953990356,1.5490398985856033
127_HC.png,26.21600614466689,14.220719641547472,13.208739735430672,11.305330962749563,0.6395191204725594
128_HC.png,47.76765856231895,31.15006959571984,32.86672877947797,25.29071110141015,3.0657925642214674
129_HC.png,50.31828170807934,34.93537255371074,32.191509523355975,25.51071887515843,0.068529792750464
130_HC.png,44.061544814752395,26.457609353755213,31.519671804812553,23.805899443695267,3.117681461742517
131_HC.png,55.68911426472978,33.786431756801235,12.997639087639998,11.878840958986919,1.2272229798282102
